

国际4K,#genre#
约会男女,http://lunar.pm:8080/RandyJ/9876/134363
吸血鬼日记,http://lunar.pm:8080/RandyJ/9876/134364
迪布利牧师,http://lunar.pm:8080/RandyJ/9876/134365
行尸走肉,http://lunar.pm:8080/RandyJ/9876/134366
行尸走肉：达里尔·迪克森,http://lunar.pm:8080/RandyJ/9876/134367
行尸走肉：死亡之城,http://lunar.pm:8080/RandyJ/9876/134368
沃尔顿一家,http://lunar.pm:8080/RandyJ/9876/134369
白宫风云,http://lunar.pm:8080/RandyJ/9876/134370
火线,http://lunar.pm:8080/RandyJ/9876/134371
墙里的女人,http://lunar.pm:8080/RandyJ/9876/134372
岁月峥嵘,http://lunar.pm:8080/RandyJ/9876/134373
X档案,http://lunar.pm:8080/RandyJ/9876/134374
年轻人,http://lunar.pm:8080/RandyJ/9876/134375
这个国家,http://lunar.pm:8080/RandyJ/9876/134376
三人行,http://lunar.pm:8080/RandyJ/9876/134377
上层男孩,http://lunar.pm:8080/RandyJ/9876/134378
巅峰拍档,http://lunar.pm:8080/RandyJ/9876/134379
拖车公园男孩,http://lunar.pm:8080/RandyJ/9876/134380
树屋大师,http://lunar.pm:8080/RandyJ/9876/134381
超市喜剧,http://lunar.pm:8080/RandyJ/9876/134382
真探,http://lunar.pm:8080/RandyJ/9876/134383
塔尔萨之王,http://lunar.pm:8080/RandyJ/9876/134384
双峰,http://lunar.pm:8080/RandyJ/9876/134385
好汉两个半,http://lunar.pm:8080/RandyJ/9876/134386
两品脱啤酒和一包薯片,http://lunar.pm:8080/RandyJ/9876/134387
副总统,http://lunar.pm:8080/RandyJ/9876/134388
德州巡警,http://lunar.pm:8080/RandyJ/9876/134389
单身毒妈,http://lunar.pm:8080/RandyJ/9876/134390
欢迎归来科特,http://lunar.pm:8080/RandyJ/9876/134391
温特沃斯,http://lunar.pm:8080/RandyJ/9876/134392
西部世界,http://lunar.pm:8080/RandyJ/9876/134393
二手车猎人,http://lunar.pm:8080/RandyJ/9876/134394
白金,http://lunar.pm:8080/RandyJ/9876/134395
谁是老大,http://lunar.pm:8080/RandyJ/9876/134396
邪恶金枪鱼,http://lunar.pm:8080/RandyJ/9876/134397
翻山越岭（美国版）,http://lunar.pm:8080/RandyJ/9876/134398
WWE摔角狂热,http://lunar.pm:8080/RandyJ/9876/134399
黄石,http://lunar.pm:8080/RandyJ/9876/134400
你,http://lunar.pm:8080/RandyJ/9876/134401
少年谢尔顿,http://lunar.pm:8080/RandyJ/9876/134402
佐伊101,http://lunar.pm:8080/RandyJ/9876/134403





儿童动画,#genre#


探险活宝,http://lunar.pm:8080/RandyJ/9876/134404
阿拉丁,http://lunar.pm:8080/RandyJ/9876/134405
蛙小侠,http://lunar.pm:8080/RandyJ/9876/134406
问问故事机器人,http://lunar.pm:8080/RandyJ/9876/134407
巴尼和朋友们,http://lunar.pm:8080/RandyJ/9876/134408
大蓝屋的熊,http://lunar.pm:8080/RandyJ/9876/134409
甲壳虫乐队,http://lunar.pm:8080/RandyJ/9876/134410
少年骇客,http://lunar.pm:8080/RandyJ/9876/134411
本和霍利的小王国,http://lunar.pm:8080/RandyJ/9876/134412
小兔兵兵,http://lunar.pm:8080/RandyJ/9876/134413
烈焰与怪兽机器,http://lunar.pm:8080/RandyJ/9876/134414
蓝色线索与你们！,http://lunar.pm:8080/RandyJ/9876/134415
布鲁伊,http://lunar.pm:8080/RandyJ/9876/134416
巴布工程师,http://lunar.pm:8080/RandyJ/9876/134417
泡泡孔雀鱼,http://lunar.pm:8080/RandyJ/9876/134418
可可瓜,http://lunar.pm:8080/RandyJ/9876/134419
好奇的乔治,http://lunar.pm:8080/RandyJ/9876/134420
幻影丹尼,http://lunar.pm:8080/RandyJ/9876/134421
德克斯特的实验室,http://lunar.pm:8080/RandyJ/9876/134422
恐龙牧场,http://lunar.pm:8080/RandyJ/9876/134423
迪士尼经典1,http://lunar.pm:8080/RandyJ/9876/134424
迪士尼经典2,http://lunar.pm:8080/RandyJ/9876/134425
玩具小医生,http://lunar.pm:8080/RandyJ/9876/134426
爱探险的朵拉,http://lunar.pm:8080/RandyJ/9876/134427
消防员山姆,http://lunar.pm:8080/RandyJ/9876/134428
飞出个未来,http://lunar.pm:8080/RandyJ/9876/134429
冲冲！科里·卡森,http://lunar.pm:8080/RandyJ/9876/134430
汉娜·蒙塔娜,http://lunar.pm:8080/RandyJ/9876/134431
嘿！阿诺德,http://lunar.pm:8080/RandyJ/9876/134432
嘿！道奇,http://lunar.pm:8080/RandyJ/9876/134433
淘气亨利,http://lunar.pm:8080/RandyJ/9876/134434
花园宝宝,http://lunar.pm:8080/RandyJ/9876/134435
杰克与梦幻岛海盗,http://lunar.pm:8080/RandyJ/9876/134436
约翰尼·布拉沃,http://lunar.pm:8080/RandyJ/9876/134437
正义联盟,http://lunar.pm:8080/RandyJ/9876/134438
奇波与神奇动物的时代,http://lunar.pm:8080/RandyJ/9876/134439
懒人小镇,http://lunar.pm:8080/RandyJ/9876/134440
丽兹·麦奎尔,http://lunar.pm:8080/RandyJ/9876/134441
乐一通,http://lunar.pm:8080/RandyJ/9876/134442
玛莎和熊,http://lunar.pm:8080/RandyJ/9876/134443
米奇妙妙屋,http://lunar.pm:8080/RandyJ/9876/134444
怪物高中,http://lunar.pm:8080/RandyJ/9876/134445
憨豆先生动画系列,http://lunar.pm:8080/RandyJ/9876/134446
童谣,http://lunar.pm:8080/RandyJ/9876/134447
海底小纵队,http://lunar.pm:8080/RandyJ/9876/134448
汪汪队立大功,http://lunar.pm:8080/RandyJ/9876/134449
小猪佩奇,http://lunar.pm:8080/RandyJ/9876/134450
彼得兔,http://lunar.pm:8080/RandyJ/9876/134451
飞哥与小佛,http://lunar.pm:8080/RandyJ/9876/134452
飞哥与小佛,http://lunar.pm:8080/RandyJ/9876/134453
蒙面睡衣侠,http://lunar.pm:8080/RandyJ/9876/134454
宝可梦,http://lunar.pm:8080/RandyJ/9876/134455
恐龙战队,http://lunar.pm:8080/RandyJ/9876/134456
啦啦呼噪的狮子,http://lunar.pm:8080/RandyJ/9876/134457
摇摇铃！,http://lunar.pm:8080/RandyJ/9876/134458
课间休息,http://lunar.pm:8080/RandyJ/9876/134459
洛克的现代生活,http://lunar.pm:8080/RandyJ/9876/134460
小淘气,http://lunar.pm:8080/RandyJ/9876/134461
少年女巫,http://lunar.pm:8080/RandyJ/9876/134462
你在哪里！,http://lunar.pm:8080/RandyJ/9876/134463
芝麻街,http://lunar.pm:8080/RandyJ/9876/134464
小羊肖恩,http://lunar.pm:8080/RandyJ/9876/134465
闪闪与闪耀,http://lunar.pm:8080/RandyJ/9876/134466
怪物史莱克,http://lunar.pm:8080/RandyJ/9876/134467
蜘蛛侠和他神奇的朋友们,http://lunar.pm:8080/RandyJ/9876/134468
海绵宝宝,http://lunar.pm:8080/RandyJ/9876/134469
阿甘妙世界,http://lunar.pm:8080/RandyJ/9876/134470
反斗家族,http://lunar.pm:8080/RandyJ/9876/134471
摩登原始人,http://lunar.pm:8080/RandyJ/9876/134472
狮子护卫队,http://lunar.pm:8080/RandyJ/9876/134473
布偶秀,http://lunar.pm:8080/RandyJ/9876/134474
飞天小女警,http://lunar.pm:8080/RandyJ/9876/134475
野性索恩伯里,http://lunar.pm:8080/RandyJ/9876/134476
托马斯小火车,http://lunar.pm:8080/RandyJ/9876/134477
猫和老鼠,http://lunar.pm:8080/RandyJ/9876/134478
咱们裸熊,http://lunar.pm:8080/RandyJ/9876/134479









BBC,#genre#


BBC新闻 (1080p) (HEVC) (1080p),https://vs-cmaf-push-ww-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_news_channel_hd/hevc_iptv_mse_v0.mpd
BBC新闻 (1080p) (HEVC) [地区限制],https://vs-cmaf-push-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_news_channel_hd/hevc_iptv_mse_v0.mpd
BBC二台高清 (1080p) (HEVC) [地区限制],https://vs-cmaf-push-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_two_hd/hevc_iptv_mse_v0.mpd
BBC三台高清 (1080p) (HEVC) [地区限制],https://vs-cmaf-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_three_hd/hevc_iptv_mse_v0.mpd
BBC四台高清 (1080p) (HEVC) [地区限制],https://vs-cmaf-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:bbc_four_hd/hevc_iptv_mse_v0.mpd
CBBC高清 (1080p) (HEVC) [地区限制],https://vs-cmaf-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:cbbc_hd/hevc_iptv_mse_v0.mpd
CBeebies高清 (1080p) (HEVC) [地区限制],https://vs-cmaf-pushb-uk-live.akamaized.net/x=4/i=urn:bbc:pips:service:cbeebies_hd/hevc_iptv_mse_v0.mpd



RAKUTEN,#genre#



21跳街 (1080p),https://cb562753.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1XzIxSnVtcFN0cmVldF9ITFM/playlist.m3u8
宇宙前沿 (1080p),https://amg00376-magellan-amg00376c14-rakuten-uk-1694.playouts.now.amagi.tv/playlist/amg00376-magellantv-spacesciencenowcauk-rakutenuk/playlist.m3u8
犯罪节奏TV (1080p),https://8e6c868c.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X0NyaW1lQmVhdF9ITFM/playlist.m3u8
好奇当下 (1080p),https://amg00170-curiositystream-amg00170c3-rakuten-us-2289.playouts.now.amagi.tv/playlist/amg00170-curiositystreamllcfast-curiositynowrow-rakutenus/playlist.m3u8
成交或不成交 (1080p),https://deal-or-no-deal-rakuten.amagi.tv/playlist.m3u8
赏金猎犬 [地区限制] (1080p),https://amg00276-amg00276c11-rakuten-uk-3446.playouts.now.amagi.tv/playlist/amg00276-aetelevisionnetworksfast-dogthebountyhunterall-rakutenuk/playlist.m3u8
鸭王朝 (1080p),https://amg00276-amg00276c2-rakuten-uk-3449.playouts.now.amagi.tv/playlist.m3u8
蛋头先生 (1080p),https://amg00654-itv-amg00654c28-rakuten-uk-5302.playouts.now.amagi.tv/playlist.m3u8
英国新闻 (1080p),https://rakutenaa-lightning-gbnews-rakuten-ccoa9.amagi.tv/playlist/rakutenAA-lightning-gbnews-rakuten/playlist.m3u8
硬核典当 (1080p),https://amg00627-amg00627c8-rakuten-uk-4801.playouts.now.amagi.tv/playlist.m3u8
闹鬼TV (1080p),https://bamcahaunttvrakuten.amagi.tv/playlist.m3u8
地狱厨房 (1080p),https://itv-hellskitchen-rakuten.amagi.tv/playlist.m3u8
地狱公路 (1080p),https://amg00627-amg00627c15-rakuten-uk-4803.playouts.now.amagi.tv/playlist.m3u8
历史冲击 (1080p),https://lds-timeline-rakuten.amagi.tv/playlist.m3u8
历史猎人 (1080p),https://amg00841-amg00841c7-rakuten-uk-2820.playouts.now.amagi.tv/playlist/amg00841-aeemeafast-historyhuntersrakuten-rakutenuk/playlist.m3u8
酒店督查 (1080p),https://amg00654-itv-amg00654c4-rakuten-uk-5263.playouts.now.amagi.tv/playlist.m3u8
INFAST (1080p),https://lifestyle-rakuten.amagi.tv/playlist.m3u8
内部犯罪 (1080p),https://aenetworks-insidecrime-rakuten.amagi.tv/playlist.m3u8
爱宠 (1080p),https://rakutenaa-blueskyent-lovepetsemea-rakuten-ikc4q.amagi.tv/playlist/rakutenAA-blueskyent-lovepetsemea-rakuten/playlist.m3u8
憨豆先生动画版 (1080p),https://amg00627-amg00627c28-rakuten-uk-3984.playouts.now.amagi.tv/playlist/amg00627-banijayfast-mrbeanukcc-rakutenuk/playlist.m3u8
神秘TV (1080p),https://aenetworks-mysterytv-rakuten.amagi.tv/playlist.m3u8
流言终结者 (1080p),https://amg00627-amg00627c14-rakuten-uk-4802.playouts.now.amagi.tv/index.m3u8
我的时光电影网 (1080p),https://appletree-mytimeuk-rakuten.amagi.tv/playlist.m3u8
我的禅意健康TV (1080p),https://rakutenaa-myzen-en-rakuten-5sex7.amagi.tv/playlist/rakutenAA-myzen-en-rakuten/playlist.m3u8
忍者勇士 (1080p),https://amg00654-itv-amg00654c27-rakuten-uk-5295.playouts.now.amagi.tv/playlist.m3u8
新唐人英语 (1080p),https://amg17596-ntdtv-amg17596c1-rakuten-gb-6741.playouts.now.amagi.tv/playlist/amg17596-newtangdynastytelevision-ntdtv-rakutengb/playlist.m3u8
流行 (1080p),https://narrative-popkids-rakuten.amagi.tv/playlist.m3u8
乐天英国热门电影 (1080p),https://0145451975a64b35866170fd2e8fa486.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-5987/master.m3u8
乐天英国动作电影 (1080p),https://54045f0c40fd442c8b06df076aaf1e85.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6065/master.m3u8
乐天英国喜剧电影 (1080p),https://9be783d652cd4b099cf63e1dc134c4a3.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6181/master.m3u8
乐天英国剧情电影 (1080p),https://fee09fd665814f51b939b6d106cf5f66.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6093/master.m3u8
乐天英国家庭电影 (1080p),https://e3207568b726401995c25670faaf32e4.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6203/master.m3u8
乐天英国真人秀 (1080p),https://68f6dfd1f2bd415b9c42f1d383004b69.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6233/master.m3u8
乐天英国爱情电影 (1080p),https://2c88ed8c4df9479aa0c7138dc42115e2.mediatailor.eu-west-1.amazonaws.com/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6194/master.m3u8
乐天英国科幻 (1080p),https://sci-fi-rakuten-tv-uk.fast.rakuten.tv/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6241/master.m3u8
乐天英国惊悚片 (1080p),https://thriller-rakuten-tv-uk.fast.rakuten.tv/v1/master/0547f18649bd788bec7b67b746e47670f558b6b2/production-LiveChannel-6482/master.m3u8
真实犯罪测试版 (1080p),https://lds-realcrimebeta-rakuten.amagi.tv/playlist.m3u8
真实荒野 (1080p),https://lds-realwild-rakuten.amagi.tv/playlist.m3u8
红牛TV英国 (1080p),https://e7c8f7d5.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWdiX1JlZEJ1bGxUVi0xX0hMUw/playlist.m3u8
浪漫喜剧韩剧 (1080p),https://7488d45c.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmFrdXRlblRWLWV1X1JvbUNvbUtEcmFtYV9ITFM/playlist.m3u8
美食频道 (1080p),https://rakutenaa-tm-intl-aus-rakuten-eu-n1gtg.amagi.tv/playlist/rakutenAA-tm-intl-aus-rakuten-eu/playlist.m3u8
美食频道 (1080p),https://tastemade-tdint-rakuten.amagi.tv/playlist.m3u8
网球+ (1080p),https://amg01935-amg01935c1-amgplt0165.playout.now3.amagi.tv/playlist.m3u8
脱口秀频道 (1080p),https://amg00426-lds-amg00426c11-rakuten-uk-3888.playouts.now.amagi.tv/playlist.m3u8
设计网 (1080p),https://amg00441-amg00441c1-rakuten-us-6050.playouts.now.amagi.tv/playlist.m3u8
小流行 (1080p),https://amg01753-narrativeuk-amg01753c1-rakuten-uk-2339.playouts.now.amagi.tv/playlist.m3u8
真实生活 (1080p),https://amg00654-itv-amg00654c7-rakuten-uk-1282.playouts.now.amagi.tv/playlist/amg00654-itvstudiosfast-truelives-rakutenuk/playlist.m3u8
Vevo嘻哈与节奏布鲁斯 (1080p),https://amg00056-amg00056c26-rakuten-uk-3236.playouts.now.amagi.tv/playlist.m3u8
水熊 (1080p),https://waterbear-waterbear-rakuten.amagi.tv/playlist.m3u8
邪恶金枪鱼 (1080p),https://amg00353-amg00353c25-rakuten-us-4896.playouts.now.amagi.tv/playlist.m3u8
世界大战TV (1080p),https://aenetworks-worldwartv-rakuten.amagi.tv/playlist.m3u8



SAMSUNG,#genre#



8选10猫 (1080p),https://d1l7vcuh4hn9ei.cloudfront.net/8OutOf10Cats_GB.m3u8
&TV国际 (1080p),https://3f56f997.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9BbmRUVl9ITFM/playlist.m3u8
阳光下的新生活 (1080p),https://d36zu8tswi4fqu.cloudfront.net/playlist.m3u8
半岛电视台 (1080p),https://amg00222-amg00222c4-amgplt0002.playout.now3.amagi.tv/aljazeera-noscte/playlist.m3u8
AMC丘比特 (1080p),https://a9c2affc.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9BTUNDdXBpZF9ITFM/playlist.m3u8
AMC真人秀 (1080p),https://c9672376.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9BTUNSZWFsaXR5X0hMUw/playlist.m3u8
美国达人秀 (1080p),https://d2mexh8isep4mf.cloudfront.net/AmericasGotTalent_GB.m3u8
美国偶像 (1080p),https://d2yn8dyffvmgy.cloudfront.net/AmericanIdol_GB.m3u8
古董路演 (1080p),https://d3v8uchko88gmi.cloudfront.net/PBSART_GB.m3u8
我们到了吗？ (1080p),https://amg00353-lionsgatestudio-arewethereyet-samsunguk-6h2ju.amagi.tv/playlist/amg00353-lionsgatestudio-arewethereyet-samsunguk/playlist.m3u8
年度艺术家 (1080p) [地区限制],https://d3cm8xyrjwa22p.cloudfront.net/30504/88896035/hls/master.m3u8?ads.xumo_channelId=88896035
血脉侦探 (1080p),https://4399c7ad.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9NZWRpY2FsRGV0ZWN0aXZlc19ITFM/playlist.m3u8
彭博TV+ (2160p),https://d8975dc3.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9CbG9vbWJlcmdUVlBsdXNfSExT/playlist.m3u8
生而为杀 (1080p),https://amg00654-itv-amg00654c7-samsung-gb-1168.playouts.now.amagi.tv/playlist/amg00654-itvstudiosfast-truelives-samsunggb/playlist.m3u8
英国银幕经典 (1080p),https://amg00654-itv-amg00654c25-samsung-gb-4838.playouts.now.amagi.tv/playlist.m3u8
镜头下的混乱 (1080p),https://amg26277-amg26277c7-samsung-gb-11285.playouts.now.amagi.tv/playlist.m3u8
CNBC (1080p),https://amg01079-nbcuuk-amg01079c2-samsung-gb-1258.playouts.now.amagi.tv/playlist.m3u8
跟我一起用餐 (1080p) [地区限制],https://amg00654-itvstudios-comedinewithmeu-samsunguk-m0euw.amagi.tv/playlist/amg00654-itvstudios-comedinewithmeu-samsunguk/playlist.m3u8
柯南·奥布莱恩TV (1080p),https://d1nu0yp2dagil0.cloudfront.net/Conan_OBrien_TV.m3u8
犯罪与正义 (1080p),https://d1vsdt3c2xcxl2.cloudfront.net/playlist.m3u8
好奇当下 (1080p),https://amg00170-amg00170c4-samsung-gb-4232.playouts.now.amagi.tv/playlist.m3u8
日界线247 (1080p),https://d1si3n1st4nkgb.cloudfront.net/10502/88896029/hls/master.m3u8?ads.xumo_channelId=88896029
致命女人 (1080p),https://d1mgh147xpmgs8.cloudfront.net/DeadlyWomen_GB.m3u8
交易大师 (1080p),https://amg00841-amg00841c10-samsung-gb-3033.playouts.now.amagi.tv/playlist/amg00841-aeemeafast-dealmasterssamsung-samsunggb/playlist.m3u8
成交或不成交美国版 (1080p),https://amg00627-amg00627c21-samsung-gb-3869.playouts.now.amagi.tv/playlist.m3u8
需求剧场 (1080p),https://amg01487-amg01487c3-amgplt0002.playout.now3.amagi.tv/playlist/amg01487-amg01487c3-amgplt0002/playlist.m3u8
丹尼斯与恶霸 (1080p),https://d1upcw8nab85tc.cloudfront.net/dngn.m3u8
赏金猎犬 (1080p),https://amg00276-amg00276c11-samsung-gb-3484.playouts.now.amagi.tv/playlist.m3u8
别告诉新娘 (1080p) [地区限制],https://lds-donttellbride-samsunguk.amagi.tv/playlist.m3u8
鸭王朝 (1080p),https://amg00276-amg00276c2-samsung-gb-3485.playouts.now.amagi.tv/playlist.m3u8
完美搭档 (1080p) [地区限制],https://amg07653-apmc-amg07653c4-samsung-gb-9942.playouts.now.amagi.tv/ts-eu-w1-n2/playlist/amg07653-aparentmediacoinc-dudeperfectchannel-samsunggb/playlist.m3u8
地球触控 (1080p),https://amg01823-earthtouch-amg01823c1-samsung-gb-862.playouts.now.amagi.tv/playlist/amg01823-earthtouch-earthtouch-samsunggb/playlist.m3u8
紧急247 (1080p) [地区限制],https://d3cm8xyrjwa22p.cloudfront.net/30504/88896036/hls/master.m3u8?ads.xumo_channelId=88896036
邪恶证据 (1080p),https://9e7adb64.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9FdmlkZW5jZW9mRXZpbF9ITFM/playlist.m3u8
进化地球 (1080p),https://amg00276-amg00276c15-samsung-gb-3790.playouts.now.amagi.tv/playlist.m3u8
家庭问答 (1080p),https://amg00145-amg00145c23-samsung-gb-7654.playouts.now.amagi.tv/playlist.m3u8
壁炉氛围 (2160p),https://d21izs34d0y5tl.cloudfront.net/Fireplace_4K_SONO20.m3u8
法国24英语 (1080p),https://amg00106-france24-france24-samsunguk-qvpp8.amagi.tv/playlist/amg00106-france24-france24-samsunguk/playlist.m3u8
英国新闻 (1080p),https://amg01076-lightningintern-gbnews-samsunguk-0lu52.amagi.tv/playlist.m3u8
GFN足球 (1080p),https://e562e489.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9HRk5Tb2NjZXJfSExT/manifest.m3u8
幽灵猎人 (1080p) [地区限制],https://amg00353-amg00353c30-samsung-gb-8552.playouts.now.amagi.tv/playlist/amg00353-lionsgatetvfast-ghosthunterfetch-samsunggb/playlist.m3u8
精彩！电影 (1080p),https://amg01753-narrativeentert-greatmovies-samsunguk-7z6eh.amagi.tv/playlist/amg01753-narrativeentert-greatmovies-samsunguk/playlist.m3u8
精彩！浪漫 (1080p),https://amg01753-narrativeentert-greatchristmas-samsunguk-8atls.amagi.tv/playlist/amg01753-narrativeentert-greatchristmas-samsunguk/playlist.m3u8
H2O与朋友 (1080p),https://dprx6ugrwz23t.cloudfront.net/H2O_Friends_GB.m3u8
地狱厨房 (1080p) [地区限制],https://amg00654-itvstudios-hellskitchen-samsunguk-c8rgt.amagi.tv/playlist/amg00654-itvstudios-hellskitchen-samsunguk/playlist.m3u8
地狱公路 (1080p),https://duplpbng64yvf.cloudfront.net/HighwayThruHell.m3u8
历史猎人 (1080p),https://amg00841-amg00841c9-samsung-gb-3032.playouts.now.amagi.tv/playlist/amg00841-aeemeafast-historyhunterssamsung-samsunggb/playlist.m3u8
内部犯罪 (1080p),https://amg00841-aenetworksukane-insidecrime-samsunguk-o968i.amagi.tv/playlist/amg00841-aenetworksukane-insidecrime-samsunguk/playlist.m3u8
国际米兰247 (1080p),https://amg27604-amg27604c1-amgplt0002.playout.now3.amagi.tv/playlist/amg27604-amg27604c1-amgplt0002/playlist.m3u8
干预 (1080p),https://amg00276-amg00276c17-samsung-gb-3791.playouts.now.amagi.tv/playlist.m3u8
INTAVEL (1080p),https://amg00861-terncloud-amg00861c10-samsung-gb-2298.playouts.now.amagi.tv/playlist/amg00861-terninternationalfast-intravelsamsunguk-samsunggb/playlist.m3u8
INWILD (1080p),https://amg00861-terninternation-inwild-samsunguk-w5wic.amagi.tv/playlist/amg00861-terninternation-inwild-samsunguk/playlist.m3u8
杰克·汉纳 (1080p),https://amg00111-hearstmediafast-amg00111c1-samsung-gb-2186.playouts.now.amagi.tv/playlist/amg00111-hearstmediafast-jackhanna-samsunggb/playlist.m3u8
CJ ENM的K内容 (1080p),https://d2q0mzb9bm4w5z.cloudfront.net/68fee8e1_605a_437b_b968_244c3c0d5f24/hls/playlist.m3u8
Lifetime电影 (1080p),https://amg00276-amg00276c21-samsung-gb-5270.playouts.now.amagi.tv/playlist.m3u8
Live PD呈现 (1080p),https://amg26277-amg26277c11-samsung-gb-11286.playouts.now.amagi.tv/playlist.m3u8
选址选址选址 (1080p),https://d30q6vjmdwhh1y.cloudfront.net/LocationLocationLocation_GB.m3u8
LooLoo儿童 (1080p),https://amg02757-amg02757c5-samsung-gb-5765.playouts.now.amagi.tv/playlist/amg02757-loolookids-llkenfast-samsunggb/playlist.m3u8
出狱后的爱 (1080p),https://faedb543.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/U2Ftc3VuZy1nYl9Mb3ZlQWZ0ZXJMb2NrdXBfSExT/playlist.m3u8
爱宠 (1080p),https://amg01576-blueskyeenterta-lovepetsemea-samsunguk-32fso.amagi.tv/playlist/amg01576-blueskyeenterta-lovepetsemea-samsunguk/playlist.m3u8
爱地球 (1080p),https://amg01821-lovetvchannels-lovetheplanetuksamsung-samsunguk-apopw.amagi.tv/playlist/amg01821-lovetvchannels-lovetheplanetuksamsung-samsunguk/playlist.m3u8
玛莎与熊 (1080p) [地区限制],https://amg01954-amg01954c2-samsung-gb-10391.playouts.now.amagi.tv/ts-eu-w1-n2/playlist/amg01954-animaccordltd-mashaandthebeareng-samsunggb/playlist.m3u8
英国厨艺大师 (1080p),https://d1nn4ic5ci0eid.cloudfront.net/MasterchefUKPoweredbyBanijay_GB.m3u8
空难日 (1080p),https://d1vx4007e1im6x.cloudfront.net/playlist.m3u8
最多闹鬼 (1080p),https://amg00426-lds-amg00426c17-samsung-gb-10157.playouts.now.amagi.tv/playlist.m3u8
电影球UK (1080p),https://moviesphereuk-samsunguk.amagi.tv/playlist.m3u8
憨豆先生动画版 (1080p),https://amg00627-amg00627c23-samsung-gb-3927.playouts.now.amagi.tv/playlist.m3u8
憨豆先生真人版 (1080p),https://amg00627-amg00627c39-samsung-gb-5569.playouts.now.amagi.tv/playlist.m3u8
神秘TV (1080p),https://amg00841-aenetworksukane-mysterytv-samsunguk-mggb7.amagi.tv/playlist/amg00841-aenetworksukane-mysterytv-samsunguk/playlist.m3u8
流言终结者 (1080p),https://d1cgf0ptrv4t22.cloudfront.net/Mythbusters_GB.m3u8
自然时光 (1080p),https://amg01515-amg01515c43-samsung-gb-9038.playouts.now.amagi.tv/playlist.m3u8
NBC新闻NOW (1080p),https://d1si3n1st4nkgb.cloudfront.net/10502/88896001/hls/master.m3u8?ads.xumo_channelId=88896001
NEW KMOVIES (1080p),https://ads.its-newid.net/api/manifest.m3u8?ads.service_id=GB1700007PK&channel_id=newid_343&tp=samsung_tvplus
NEW KPOP (1080p),https://ads.its-newid.net/api/manifest.m3u8?ads.service_id=GB17000088V&channel_id=newid_086&tp=samsung_tvplus
忍者勇士 (1080p),https://amg00654-itv-amg00654c27-samsung-gb-5494.playouts.now.amagi.tv/playlist.m3u8
诺莱坞非洲高清 (1080p),https://amg02784-amg02784c2-amgplt0002.playout.now3.amagi.tv/ts-eu-w1-n2/playlist/amg02784-amg02784c2-amgplt0002/playlist.m3u8
PGA巡回赛 (1080p),https://d11k1mnrgfposz.cloudfront.net/playlist.m3u8
PICK猴子救援 (1080p) [地区限制],https://d3cm8xyrjwa22p.cloudfront.net/30504/88896037/hls/master.m3u8?ads.xumo_channelId=88896037
小小的我 (1080p),https://d16ecq77cfclte.cloudfront.net/Pocoyo_GB.m3u8
